DBN,School Name,borough,district,school_indentifier,Latitude,Longitude,geometry
31R445,Port Richmond High School,Staten Island,31,445,40.635562,-74.141924,POINT (-8253441.2261 4958734.846900001)
31R450,Curtis High School,Staten Island,31,450,40.645436,-74.082149,POINT (-8246787.103599999 4960183.387400001)
31R455,Tottenville High School,Staten Island,31,455,40.528152,-74.193431,POINT (-8259174.959100001 4942991.3478000015)
31R460,Susan E. Wagner High School,Staten Island,31,460,40.588985,-74.130819,POINT (-8252205.0232 4951904.7711)
31R600,Ralph R. McKee Career and Technical Education High School,Staten Island,31,600,40.64282,-74.079263,POINT (-8246465.8355 4959799.592799999)
31R605,Staten Island Technical High School,Staten Island,31,605,40.568299,-74.117086,POINT (-8250676.272600001 4948872.890900001)
32K168,The Brooklyn School for Math and Research,Brooklyn,32,168,40.696457,-73.911751,POINT (-8227818.484999999 4967671.713100001)
32K403,Academy for Excellence in Leadership,Brooklyn,32,403,40.696457,-73.911751,POINT (-8227818.484999999 4967671.713100001)
32K545,EBC High School for Public Service - Bushwick,Brooklyn,32,545,40.694723,-73.929315,POINT (-8229773.7005 4967417.120700002)
32K549,The Brooklyn School for Social Justice,Brooklyn,32,549,40.696457,-73.911751,POINT (-8227818.484999999 4967671.713100001)
32K552,The Academy of Urban Planning and Engineering,Brooklyn,32,552,40.696457,-73.911751,POINT (-8227818.484999999 4967671.713100001)
32K554,All City Leadership Secondary School,Brooklyn,32,554,40.697378,-73.913172,POINT (-8227976.67 4967806.940399997)
32K556,Bushwick Leaders High School for Academic Excellence,Brooklyn,32,556,40.699101,-73.902147,POINT (-8226749.3726 4968059.9278)
84K037,Beginning with Children Charter School II,Brooklyn,84,37,40.703996,-73.953304,POINT (-8232444.1438 4968778.694300003)
84K356,Achievement First Crown Heights Charter School,Brooklyn,84,356,40.662092,-73.936313,POINT (-8230552.714299999 4962627.3500000015)
84K358,Achievement First East New York Charter School,Brooklyn,84,358,40.664067,-73.893328,POINT (-8225767.646 4962917.185500003)
84K367,Success Academy Charter School - Bed Stuy 1,Brooklyn,84,367,40.696698,-73.947557,POINT (-8231804.3906 4967707.098099999)
84K406,"EMBER Charter School for Mindful Education, Innovation and Transformation",Brooklyn,84,406,40.682949,-73.930132,POINT (-8229864.648499999 4965688.593099996)
84K473,Williamsburg Charter High School,Brooklyn,84,473,40.703703,-73.935969,POINT (-8230514.420399999 4968735.6696000025)
84K517,Uncommon Bed-Stuy West Charter School NYC,Brooklyn,84,517,40.68192,-73.9456,POINT (-8231586.5384 4965537.541299999)
84K593,Uncommon Excellence Boys Charter School NYC,Brooklyn,84,593,40.683446,-73.925851,POINT (-8229388.0898 4965761.550999999)
84K608,Uncommon Kings Charter School NYC,Brooklyn,84,608,40.657712,-73.919818,POINT (-8228716.499299999 4961984.606200002)
84K626,Achievement First Brownsville Charter School,Brooklyn,84,626,40.674456,-73.912685,POINT (-8227922.4574 4964441.935000002)
84K652,Brooklyn Ascend Charter School,Brooklyn,84,652,40.661945,-73.92044,POINT (-8228785.74 4962605.777800001)
84K680,Achievement First Aspire Charter School,Brooklyn,84,680,40.665817,-73.876084,POINT (-8223848.0527 4963174.009000003)
84K693,Northside Charter High School,Brooklyn,84,693,40.719818,-73.947932,POINT (-8231846.135500001 4971102.308799997)
84K712,Uncommon Excellence Girls Charter School NYC,Brooklyn,84,712,40.6881,-73.924422,POINT (-8229229.0142 4966444.767999999)
84K730,Summit Academy Charter School,Brooklyn,84,730,40.677914,-74.005151,POINT (-8238215.725400001 4964949.503700003)
84K733,"Math, Engineering, and Science Academy Charter High School",Brooklyn,84,733,40.695875,-73.915217,POINT (-8228204.318299999 4967586.260899998)
84K738,United Charter High School for Advanced Math and Science lll,Brooklyn,84,738,40.593157,-73.936635,POINT (-8230588.5592 4952516.361400001)
84K744,Coney Island Preparatory Public Charter School,Brooklyn,84,744,40.582518,-73.972009,POINT (-8234526.3748 4950956.823100001)
84K757,Unity Preparatory Charter School of Brooklyn,Brooklyn,84,757,40.686213,-73.940859,POINT (-8231058.772700001 4966167.746699996)
84K775,Uncommon Brownsville North Charter School NYC,Brooklyn,84,775,40.672216,-73.906018,POINT (-8227180.2903 4964113.159599997)
84K782,Bedford Stuyvesant New Beginnings Charter School,Brooklyn,84,782,40.694676,-73.937717,POINT (-8230709.006899999 4967410.2201000005)
84K803,Brooklyn Laboratory Charter School,Brooklyn,84,803,40.70043,-73.987399,POINT (-8236239.581800001 4968255.068800002)
84K892,Brooklyn Emerging Leaders Academy Charter School,Brooklyn,84,892,40.691467,-73.932254,POINT (-8230100.8685 4966939.080499999)
84K928,Brooklyn Prospect Charter School - CSD 15.2,Brooklyn,84,928,40.647893,-73.97872,POINT (-8235273.4399 4960543.868699998)
84M202,Great Oaks Kathleen Sherry Charter School,Manhattan,84,202,40.730564,-74.0029,POINT (-8237965.145199999 4972680.778300002)
84M204,Capital Preparatory Harlem Charter School,Manhattan,84,204,40.808339,-73.938735,POINT (-8230822.3301 4984112.680699997)
84M279,Opportunity Charter School,Manhattan,84,279,40.801573,-73.955583,POINT (-8232697.8409 4983117.636)
84M284,Harlem Children's Zone Promise Academy Charter School,Manhattan,84,284,40.811882,-73.947317,POINT (-8231777.674000001 4984633.7739999965)
84M295,School in the Square Public Charter School,Manhattan,84,295,40.848864,-73.936073,POINT (-8230525.9976 4990074.632200003)
84M341,Harlem Children's Zone Promise Academy II Charter School,Manhattan,84,341,40.806139,-73.940871,POINT (-8231060.1085 4983789.125600003)
84M350,Democracy Preparatory Charter School,Manhattan,84,350,40.813532,-73.938347,POINT (-8230779.1381 4984876.4602999985)
84M351,Success Academy Charter School - Harlem 1,Manhattan,84,351,40.802649,-73.948088,POINT (-8231863.5013 4983275.871600002)
84M353,New Heights Academy Charter School,Manhattan,84,353,40.82884,-73.945368,POINT (-8231560.712300001 4987128.288699999)
84M389,KIPP Beyond Charter School,Manhattan,84,389,40.811107,-73.960761,POINT (-8233274.2532 4984519.7870000005)
